variant,ops,cycles,instructions,mean_cycles_per_op,mean_ns_per_op,l1d_cache_refills,mean_l1d_refills_per_op,level_creates,level_destroys,order_storage_allocs,order_storage_frees,mean_storage_allocs_per_op,migrated
Add_real,8951,2726597,9996665,304.613674,75.940074,17084,1.908614,0,0,0,0,0.000000,0
Add_widened,8951,2815161,7266482,314.507988,78.406723,22419,2.504636,0,0,0,0,0.000000,0
Cancel_traversal,30058,5037918,24233283,167.606561,41.784253,235,0.007818,0,0,0,0,0.000000,0
Cancel_shuffled,30058,4868576,24525754,161.972719,40.379738,1299,0.043216,0,0,0,0,0.000000,0
Reduce_traversal,30058,2410792,9123752,80.204671,19.994994,6149,0.204571,0,0,0,0,0.000000,0
Reduce_shuffled,30058,2564657,9159850,85.323608,21.271143,7144,0.237674,0,0,0,0,0.000000,0
Replace_traversal,30058,14941706,44608493,497.095815,123.925800,13580,0.451793,0,0,0,0,0.000000,0
Replace_shuffled,30058,14522979,42507449,483.165181,120.452898,15363,0.511112,0,0,0,0,0.000000,0
