variant,ops,cycles,instructions,mean_cycles_per_op,mean_ns_per_op,migrated
Add_real,8951,2851820,8150447,318.604,72.8024,0
Add_widened,8951,5389370,12882204,602.097,137.582,0
Cancel_traversal,30058,7809446,36866242,259.813,59.3684,0
Cancel_shuffled,30058,7840421,36912017,260.843,59.6038,0
Reduce_traversal,30058,2379704,9092134,79.1704,18.0908,0
Reduce_shuffled,30058,2540131,9128334,84.5077,19.3104,0
Replace_traversal,30058,20933219,70060276,696.428,159.137,0
Replace_shuffled,30058,20379453,69228240,678.004,154.927,0
