variant,ops,cycles,instructions,mean_cycles_per_op,mean_ns_per_op,migrated
Add_real,8951,2939059,8161742,328.35,74.2702,0
Add_widened,8951,5667036,12738228,633.118,143.206,0
Cancel_traversal,30058,8871527,36863895,295.147,66.76,0
Cancel_shuffled,30058,8903085,36912857,296.197,66.9975,0
Reduce_traversal,30058,2336433,9091655,77.7308,17.5821,0
Reduce_shuffled,30058,2556650,9127861,85.0572,19.2393,0
Replace_traversal,30058,23884817,70024026,794.624,179.738,0
Replace_shuffled,30058,22649151,69236441,753.515,170.439,0
