variant,ops,cycles,instructions,mean_cycles_per_op,mean_ns_per_op,migrated
Add_real,8951,2252543,7774707,251.653,58.0218,0
Add_widened,8951,4779350,12629493,533.946,123.108,0
Cancel_traversal,30058,6923536,35689849,230.339,53.1077,0
Cancel_shuffled,30058,6958631,35637278,231.507,53.3769,0
Reduce_traversal,30058,2383700,9198880,79.3033,18.2844,0
Reduce_shuffled,30058,2494582,9235030,82.9923,19.135,0
Replace_traversal,30058,18849857,67138463,627.116,144.59,0
Replace_shuffled,30058,18259722,66645642,607.483,140.063,0
