variant,ops,cycles,instructions,mean_cycles_per_op,mean_ns_per_op,migrated
Add_real,8951,2197316,7748975,245.483,57.0194,0
Add_widened,8951,4827097,12511070,539.28,125.261,0
Cancel_traversal,30058,7215939,35709956,240.067,55.7615,0
Cancel_shuffled,30058,7260515,35655308,241.55,56.1059,0
Reduce_traversal,30058,2400666,9197901,79.8678,18.5512,0
Reduce_shuffled,30058,2581555,9234073,85.8858,19.9491,0
Replace_traversal,30058,18911246,67260129,629.158,146.137,0
Replace_shuffled,30058,18244450,66634982,606.975,140.985,0
