variant,ops,cycles,instructions,mean_cycles_per_op,mean_ns_per_op,migrated
Add_real,8951,2196894,7755177,245.436,57.1328,0
Add_widened,8951,4789793,12495544,535.113,124.564,0
Cancel_traversal,30058,7160263,35711226,238.215,55.4519,0
Cancel_shuffled,30058,7317996,35666093,243.463,56.6735,0
Reduce_traversal,30058,2351454,9198312,78.2306,18.2106,0
Reduce_shuffled,30058,2502940,9234486,83.2703,19.3838,0
Replace_traversal,30058,19610509,67263095,652.422,151.872,0
Replace_shuffled,30058,19124328,66638006,636.248,148.106,0
