variant,ops,cycles,instructions,mean_cycles_per_op,mean_ns_per_op,l1d_cache_refills,mean_l1d_refills_per_op,level_creates,level_destroys,order_storage_allocs,order_storage_frees,mean_storage_allocs_per_op,migrated
Add_real,8951,2647636,9400105,295.792202,70.532849,16872,1.884929,0,0,0,0,0.000000,0
Add_widened,8951,2741751,6922780,306.306670,73.040066,23396,2.613786,0,0,0,0,0.000000,0
Cancel_traversal,30058,4847513,23627482,161.271974,38.455956,1698,0.056491,0,0,0,0,0.000000,0
Cancel_shuffled,30058,4711666,23976892,156.752479,37.378264,2747,0.091390,0,0,0,0,0.000000,0
Reduce_traversal,30058,2350582,9123218,78.201544,18.647475,4217,0.140295,0,0,0,0,0.000000,0
Reduce_shuffled,30058,2492253,9159298,82.914798,19.771369,4462,0.148446,0,0,0,0,0.000000,0
Replace_traversal,30058,15247863,44613263,507.281356,120.963294,8550,0.284450,0,0,0,0,0.000000,0
Replace_shuffled,30058,14625928,42525354,486.590192,116.029403,8802,0.292834,0,0,0,0,0.000000,1
